project_id,mp_name,state,constituency,district,work_name,work_category,recommendation_date,sanction_date,start_date,estimated_cost_lakh,sanctioned_amount_lakh,expected_completion_date,actual_completion_date,status,agency_id,vendor_id,latitude,longitude,planned_progress_pct,physical_progress_pct,expenditure_lakh,prototype_anomaly_seed
MPL-0401,MP-030,Madhya Pradesh,Constituency-011,District-15,Community Hall Project 0401,Community Hall,2025-12-11,2026-01-07,2026-01-07,57.05,56.76,2026-09-16,,Ongoing,AG029,V043,22.494913,76.932507,56.679339152170016,57.666786104343615,42.8053565059489,normal
MPL-0402,MP-217,Uttar Pradesh,Constituency-111,District-02,Sports Facility Project 0402,Sports Facility,2026-02-24,2026-03-26,2026-03-26,55.24,56.6,2026-10-03,,Ongoing,AG022,V001,26.497471,80.280548,52.87035075655588,56.96434553790149,36.17811814695997,normal
MPL-0403,MP-398,Maharashtra,Constituency-100,District-13,Community Hall Project 0403,Community Hall,2026-03-25,2026-04-08,2026-04-08,36.72,34.5,2026-10-28,,Ongoing,AG018,V078,19.142114,74.670426,88.07771203963654,95.11905327569278,10.255808205865788,normal
MPL-0404,MP-488,Gujarat,Constituency-035,District-19,Community Hall Project 0404,Community Hall,2026-03-28,2026-04-21,2026-04-21,73.07,72.08,2026-10-07,,Delayed,AG010,V063,21.781933,73.48409,54.74743423315597,21.13606037300323,32.05773270333248,delay
MPL-0405,MP-540,Tamil Nadu,Constituency-081,District-21,Sports Facility Project 0405,Sports Facility,2026-05-21,2026-06-11,2026-06-11,14.69,14.34,2027-03-27,,Under Review,AG006,V056,8.694913,78.182507,88.52994848410687,91.41162918826144,8.506970213804655,normal
MPL-0406,MP-423,Karnataka,Constituency-013,District-15,Drainage Project 0406,Drainage,2026-01-07,2026-02-02,2026-02-02,73.01,73.93,2027-01-23,,Under Review,AG010,V020,14.769314,75.333126,63.77006313596107,16.037182784144086,54.8210492869414,financial_physical_mismatch
MPL-0407,MP-466,Tamil Nadu,Constituency-097,District-22,Sanitation Project 0407,Sanitation,2026-04-20,2026-05-09,2026-05-09,16.2,16.08,2026-11-09,2027-01-04,Completed,AG019,V011,8.194776,77.457767,44.87537077247902,36.883949732659424,20.126591975845944,cost_overrun
MPL-0408,MP-415,Gujarat,Constituency-112,District-22,Water Supply Project 0408,Water Supply,2026-05-07,2026-06-04,2026-06-04,70.76,65.93,2026-12-29,,Delayed,AG006,V011,21.314776,70.547767,64.39068016398949,21.92799684780892,20.55957678413988,delay
MPL-0409,MP-493,West Bengal,Constituency-084,District-05,Sports Facility Project 0409,Sports Facility,2026-02-22,2026-03-19,2026-03-19,17.01,15.68,2026-10-07,,Ongoing,AG012,V051,23.535176,87.359667,41.15518763570675,29.5046630590481,11.985412430162672,normal
MPL-0410,MP-021,Bihar,Constituency-111,District-15,Water Supply Project 0410,Water Supply,2026-04-06,2026-04-29,2026-04-29,42.13,38.86,2026-12-02,,Under Review,AG003,V039,24.847571,86.168648,44.13580212468537,35.48909140293321,24.18557006554609,normal
MPL-0411,MP-500,Telangana,Constituency-052,District-16,Road Project 0411,Road,2026-01-06,2026-01-27,2026-01-27,69.03,66.79,2027-01-03,2026-07-15,Completed,AG011,V002,18.309314,78.763126,57.86272482331018,56.76819546438468,37.18135660731752,normal
MPL-0412,MP-356,Madhya Pradesh,Constituency-058,District-23,Water Supply Project 0412,Water Supply,2026-04-28,2026-05-16,2026-05-16,38.38,36.64,2026-11-16,,Under Review,AG023,V008,23.877571,80.348648,38.493081292001065,46.13637960697929,17.260475726228947,normal
MPL-0413,MP-301,Rajasthan,Constituency-093,District-23,Drainage Project 0413,Drainage,2026-02-12,2026-03-01,2026-03-01,23.82,24.3,2027-01-04,,Ongoing,AG012,V057,25.109314,73.813126,53.65341492515398,54.89961784684242,16.92513422598727,normal
MPL-0414,MP-426,Tamil Nadu,Constituency-064,District-10,Drainage Project 0414,Drainage,2026-05-28,2026-06-09,2026-06-09,28.34,28.41,2027-01-28,,Ongoing,AG026,V021,10.265362,78.090339,71.68810487955017,62.52822906800614,10.106193787994744,normal
MPL-0415,MP-124,Maharashtra,Constituency-072,District-08,Health Facility Project 0415,Health Facility,2026-03-13,2026-04-02,2026-04-02,19.42,19.64,2027-03-21,,Ongoing,AG029,V034,19.05054,77.301043,84.19516088583573,72.89850105674029,5.572707820352528,normal
MPL-0416,MP-114,Tamil Nadu,Constituency-014,District-26,Road Project 0416,Road,2026-02-14,2026-03-10,2026-03-10,69.45,70.57,2026-10-14,,Under Review,AG025,V072,12.144776,78.207767,68.2359216497967,58.52704615416104,19.5283902593932,normal
MPL-0417,MP-102,Karnataka,Constituency-020,District-21,Public Library Project 0417,Public Library,2026-01-11,2026-01-27,2026-01-27,53.35,54.19,2026-09-06,,Under Review,AG002,V065,13.323756,77.794915,85.10421737946655,76.55893342132715,21.9374766933698,normal
MPL-0418,MP-156,Rajasthan,Constituency-097,District-25,Drainage Project 0418,Drainage,2026-02-11,2026-03-04,2026-03-04,32.58,31.78,2026-12-30,,Ongoing,AG014,V001,25.131933,76.47409,39.68786239348992,35.88146225635151,20.65915985242096,estimate_revision
MPL-0419,MP-087,Telangana,Constituency-044,District-11,Street Lighting Project 0419,Street Lighting,2026-04-11,2026-04-28,2026-04-28,65.21,62.59,2027-03-06,,Ongoing,AG030,V053,17.489314,78.203126,36.63696098582318,27.83981571558988,15.977525687118492,normal
MPL-0420,MP-412,Maharashtra,Constituency-114,District-22,Street Lighting Project 0420,Street Lighting,2026-05-23,2026-06-19,2026-06-19,18.87,18.55,2027-05-29,,Under Review,AG025,V005,20.918976,74.822667,88.77531368090521,98.33634932661462,12.493564231286536,normal
MPL-0421,MP-354,Tamil Nadu,Constituency-114,District-26,Health Facility Project 0421,Health Facility,2026-04-16,2026-05-16,2026-05-16,74.27,74.05,2027-04-17,,Under Review,AG001,V036,12.109314,78.093126,59.5403977886838,52.05333635911433,39.87928718340719,normal
MPL-0422,MP-164,Uttar Pradesh,Constituency-003,District-01,Community Hall Project 0422,Community Hall,2026-02-25,2026-03-27,2026-03-27,60.21,60.29,2026-12-31,2027-03-15,Completed,AG002,V069,26.861476,80.993967,41.93031052966292,51.75263785960688,70.95594886507101,cost_overrun
MPL-0423,MP-465,Uttar Pradesh,Constituency-044,District-08,Street Lighting Project 0423,Street Lighting,2025-12-17,2026-01-16,2026-01-16,26.7,26.05,2026-10-18,,Ongoing,AG017,V015,27.876714,78.021126,41.809716020713054,46.45403476764619,19.50915258170559,normal
MPL-0424,MP-336,Bihar,Constituency-067,District-19,Sports Facility Project 0424,Sports Facility,2026-03-07,2026-03-18,2026-03-18,56.02,56.56,2026-11-25,,Ongoing,AG008,V045,25.927571,86.548648,66.50211544322862,57.58148827925011,25.46120989774125,normal
MPL-0425,MP-532,Karnataka,Constituency-100,District-13,School Infrastructure Project 0425,School Infrastructure,2026-04-03,2026-04-16,2026-04-16,14.64,14.15,2026-11-02,,Under Review,AG023,V055,16.809514,75.643126,42.15348266954659,34.87873951352781,4.123006155342027,normal
MPL-0426,MP-467,Madhya Pradesh,Constituency-061,District-02,Drainage Project 0426,Drainage,2026-01-14,2026-02-11,2026-02-11,44.42,43.24,2026-09-15,,Ongoing,AG024,V054,22.614513,75.890207,60.174204015107335,69.47090375882183,22.570774400938816,normal
MPL-0427,MP-029,Karnataka,Constituency-102,District-05,Sports Facility Project 0427,Sports Facility,2026-01-20,2026-01-29,2026-01-29,34.61,32.94,2026-08-27,2026-11-09,Completed,AG028,V053,15.829014,74.430826,63.75276244008353,54.34309113475702,13.55843451744636,estimate_revision
MPL-0428,MP-387,Uttar Pradesh,Constituency-061,District-27,Sanitation Project 0428,Sanitation,2026-04-08,2026-05-06,2026-05-06,16.81,16.11,2026-11-02,2027-05-01,Completed,AG007,V024,25.899314,80.733126,82.8734594766612,80.06011287155312,8.92045044342449,normal
MPL-0429,MP-405,Gujarat,Constituency-044,District-18,Public Library Project 0429,Public Library,2026-04-20,2026-04-26,2026-04-26,40.33,40.95,2027-04-11,,Ongoing,AG021,V059,22.793403,74.17402,52.88689576024058,58.48275142652744,24.659525937580128,normal
MPL-0430,MP-535,Uttar Pradesh,Constituency-025,District-25,Community Hall Project 0430,Community Hall,2025-12-18,2026-01-07,2026-01-07,53.37,53.63,2026-11-29,,Ongoing,AG028,V022,29.544776,77.247767,51.986644386183016,54.18015729323502,68.09340578855166,cost_overrun
MPL-0431,MP-504,Bihar,Constituency-111,District-30,School Infrastructure Project 0431,School Infrastructure,2026-02-17,2026-02-22,2026-02-22,67.74,68.57,2026-10-22,,Ongoing,AG001,V036,25.659314,85.153126,66.87540128404365,56.73765606570902,36.5326045661336,payment_milestone_issue
MPL-0432,MP-174,Maharashtra,Constituency-008,District-20,Public Library Project 0432,Public Library,2026-02-20,2026-03-07,2026-03-07,16.25,15.13,2026-09-26,,Under Review,AG011,V049,20.760076,78.649967,44.24857959668595,35.41733316118315,16.95411320048003,cost_overrun
MPL-0433,MP-118,Uttar Pradesh,Constituency-035,District-02,Street Lighting Project 0433,Street Lighting,2026-01-22,2026-02-06,2026-02-06,72.3,68.57,2026-11-18,,Under Review,AG004,V041,26.36214,80.311943,86.78676333670151,18.95506928705004,5.536605471167475,low_expenditure
MPL-0434,MP-086,Madhya Pradesh,Constituency-109,District-21,Road Project 0434,Road,2025-12-15,2026-01-05,2026-01-05,47.89,47.15,2026-09-10,,Under Review,AG014,V030,24.83224,79.560043,40.58301790466447,45.36854044162444,55.66983981551197,cost_overrun
MPL-0435,MP-001,Tamil Nadu,Constituency-008,District-30,Public Library Project 0435,Public Library,2026-04-28,2026-05-18,2026-05-18,77.22,75.76,2027-03-02,,Ongoing,AG006,V032,9.92224,77.450043,37.29856438975824,43.1767261794016,57.53143598951697,normal
MPL-0436,MP-287,Telangana,Constituency-113,District-14,Health Facility Project 0436,Health Facility,2026-05-19,2026-05-30,2026-05-30,28.25,26.49,2027-04-05,,Ongoing,AG027,V028,18.014776,78.047767,64.37491074926768,53.91348558354028,7.882073142400846,normal
MPL-0437,MP-488,Tamil Nadu,Constituency-001,District-29,Health Facility Project 0437,Health Facility,2026-04-21,2026-04-26,2026-04-26,25.71,26.43,2026-12-31,,Ongoing,AG021,V034,9.627571,77.898648,53.78963926124807,30.91243638899693,22.44669924108576,financial_physical_mismatch
MPL-0438,MP-367,Madhya Pradesh,Constituency-050,District-06,Street Lighting Project 0438,Street Lighting,2026-05-18,2026-06-16,2026-06-16,13.58,12.54,2027-05-28,,Under Review,AG018,V011,23.733713,78.770307,80.76461255463298,83.54010027406366,7.602880788132881,estimate_revision
MPL-0439,MP-227,Karnataka,Constituency-030,District-16,Drainage Project 0439,Drainage,2026-04-08,2026-04-24,2026-04-24,23.95,22.09,2026-10-23,2027-04-25,Completed,AG012,V025,14.599314,74.763126,50.46239661001033,58.73316778267056,26.311218370294863,cost_overrun
MPL-0440,MP-067,West Bengal,Constituency-076,District-05,Water Supply Project 0440,Water Supply,2026-05-16,2026-06-13,2026-06-13,15.99,15.2,2027-03-21,,Ongoing,AG001,V026,23.499714,87.245026,62.51791013159321,54.26840625189168,5.361013191071586,normal
MPL-0441,MP-003,West Bengal,Constituency-055,District-21,Water Supply Project 0441,Water Supply,2026-02-14,2026-03-12,2026-03-12,69.03,63.68,2026-10-27,,Under Review,AG029,V067,22.314913,87.352507,88.33959134753212,91.24974948792854,36.6581543846502,normal
MPL-0442,MP-324,Tamil Nadu,Constituency-001,District-13,Street Lighting Project 0442,Street Lighting,2026-03-01,2026-03-12,2026-03-12,56.97,55.34,2026-10-09,,Under Review,AG028,V053,12.43884,78.194643,54.8809513706649,14.168995460688116,5.789010537456468,low_expenditure
MPL-0443,MP-343,Maharashtra,Constituency-108,District-09,Water Supply Project 0443,Water Supply,2026-01-08,2026-01-20,2026-01-20,22.18,21.21,2026-09-20,,Ongoing,AG023,V055,21.022476,75.610367,38.45642685465297,40.21291027633609,5.615825969856578,normal
MPL-0444,MP-063,Tamil Nadu,Constituency-118,District-02,Road Project 0444,Road,2026-04-27,2026-05-14,2026-05-14,75.94,76.34,2027-01-09,,Ongoing,AG027,V043,11.031576,77.003567,69.0761605584556,73.88632910865454,44.3867358003669,normal
MPL-0445,MP-099,Karnataka,Constituency-080,District-25,School Infrastructure Project 0445,School Infrastructure,2025-12-28,2026-01-15,2026-01-15,51.97,50.28,2026-09-29,,Under Review,AG002,V057,13.25224,74.720043,40.60051699925992,29.82789610005708,13.9611302452524,normal
MPL-0446,MP-198,West Bengal,Constituency-014,District-04,Road Project 0446,Road,2026-04-24,2026-04-29,2026-04-29,71.36,70.51,2027-02-12,2027-03-05,Completed,AG015,V050,26.741876,88.443067,53.67890611887484,62.3057728683036,46.88579674870957,normal
MPL-0447,MP-150,Rajasthan,Constituency-019,District-16,Sports Facility Project 0447,Sports Facility,2026-02-21,2026-03-07,2026-03-07,38.31,38.3,2026-12-02,2026-11-01,Completed,AG005,V066,25.729314,71.333126,59.45433724839826,22.168337735861638,30.91459666161644,financial_physical_mismatch
MPL-0448,MP-488,Maharashtra,Constituency-089,District-23,Public Library Project 0448,Public Library,2025-12-27,2026-01-15,2026-01-15,44.51,45.04,2026-09-12,2026-08-11,Completed,AG019,V019,21.28224,74.220043,82.22862130406052,23.627503276012227,6.849876643280072,low_expenditure
MPL-0449,MP-236,West Bengal,Constituency-060,District-20,Sports Facility Project 0449,Sports Facility,2026-03-07,2026-03-18,2026-03-18,31.66,29.49,2026-12-30,,Ongoing,AG011,V079,22.694913,87.032507,83.1858013078982,91.21774785469287,15.123747644892692,normal
MPL-0450,MP-369,Tamil Nadu,Constituency-006,District-01,Street Lighting Project 0450,Street Lighting,2026-02-06,2026-02-17,2026-02-17,34.12,31.67,2026-09-22,,Delayed,AG007,V052,12.99494,80.250743,36.65096737822918,24.642159810794286,12.794850832933143,delay
MPL-0451,MP-347,Uttar Pradesh,Constituency-120,District-07,School Infrastructure Project 0451,School Infrastructure,2026-02-18,2026-03-04,2026-03-04,22.11,20.77,2026-10-15,,Ongoing,AG011,V071,28.346314,79.363526,49.39837332878777,39.62455810269381,24.936875642016947,cost_overrun
MPL-0452,MP-440,Tamil Nadu,Constituency-082,District-08,School Infrastructure Project 0452,School Infrastructure,2026-04-16,2026-04-22,2026-04-22,12.71,11.9,2027-04-19,2026-12-19,Completed,AG017,V080,12.895814,79.065626,85.82855069781621,91.31630926106727,4.18393390959369,estimate_revision
MPL-0453,MP-084,Bihar,Constituency-101,District-16,Sanitation Project 0453,Sanitation,2026-02-23,2026-03-25,2026-03-25,11.83,11.92,2026-11-23,,Ongoing,AG026,V020,24.927571,86.868648,83.00683205541387,89.73989009959361,9.097864701089248,normal
MPL-0454,MP-275,Bihar,Constituency-075,District-13,Street Lighting Project 0454,Street Lighting,2026-03-12,2026-04-06,2026-04-06,45.36,42.62,2027-02-07,,Under Review,AG025,V066,24.644913,84.402507,74.18677803548671,73.74724279971825,21.57200386405534,normal
MPL-0455,MP-138,Maharashtra,Constituency-097,District-03,Water Supply Project 0455,Water Supply,2026-04-12,2026-04-26,2026-04-26,36.5,34.81,2026-12-22,,Ongoing,AG008,V026,20.012276,73.837567,83.87899112507375,84.4491396337611,25.961799984696317,estimate_revision
MPL-0456,MP-453,West Bengal,Constituency-030,District-09,Road Project 0456,Road,2026-05-15,2026-06-09,2026-06-09,38.68,37.57,2027-03-02,,Ongoing,AG015,V066,22.239556,87.399115,57.49240264455345,63.19150088100957,15.705042419467054,estimate_revision
MPL-0457,MP-282,Uttar Pradesh,Constituency-025,District-23,Public Library Project 0457,Public Library,2026-05-21,2026-06-14,2026-06-14,64.58,66.0,2026-12-31,2027-05-30,Completed,AG017,V070,29.38224,77.680043,40.41250103356192,12.94969484304346,6.124890290090463,low_expenditure
MPL-0458,MP-408,Bihar,Constituency-030,District-08,Sanitation Project 0458,Sanitation,2026-02-14,2026-03-14,2026-03-14,64.39,62.1,2026-12-07,,Ongoing,AG001,V039,25.568876,84.711467,57.31671661289313,58.07569978292365,37.093168906408245,normal
MPL-0459,MP-215,Bihar,Constituency-057,District-15,Sports Facility Project 0459,Sports Facility,2026-04-08,2026-04-30,2026-04-30,66.64,63.81,2027-04-29,,Under Review,AG026,V071,24.71224,86.200043,39.72317209258016,46.33080878370806,30.453978230004704,normal
MPL-0460,MP-024,Gujarat,Constituency-073,District-26,Sanitation Project 0460,Sanitation,2026-05-02,2026-05-08,2026-05-08,68.07,65.17,2027-04-21,2027-01-06,Completed,AG024,V002,23.199314,72.613126,58.053102369715006,61.1398840991582,30.22489582741129,normal
MPL-0461,MP-463,Tamil Nadu,Constituency-082,District-29,Sports Facility Project 0461,Sports Facility,2026-05-22,2026-06-05,2026-06-05,70.42,72.38,2026-12-14,,Delayed,AG021,V078,9.49224,77.930043,46.2312540201701,12.715958902396515,38.598806964602645,delay
MPL-0462,MP-466,Bihar,Constituency-008,District-12,School Infrastructure Project 0462,School Infrastructure,2026-04-15,2026-05-06,2026-05-06,21.44,19.89,2026-11-08,,Ongoing,AG002,V078,24.934776,84.227767,87.96470058131348,82.20868823493872,7.429131716982626,normal
MPL-0463,MP-487,Telangana,Constituency-021,District-20,Street Lighting Project 0463,Street Lighting,2026-01-11,2026-02-03,2026-02-03,38.13,38.2,2026-12-17,2026-10-31,Completed,AG006,V015,18.144913,79.832507,56.39460938073934,64.27353447359584,13.73038784295774,normal
MPL-0464,MP-472,Bihar,Constituency-060,District-19,Drainage Project 0464,Drainage,2025-12-27,2026-01-02,2026-01-02,40.09,40.52,2026-08-06,,Under Review,AG009,V026,25.79224,86.580043,68.26667297196478,61.69715568412068,17.193141500858168,normal
MPL-0465,MP-188,Madhya Pradesh,Constituency-090,District-19,Health Facility Project 0465,Health Facility,2026-04-03,2026-04-11,2026-04-11,67.29,68.2,2027-03-13,,Under Review,AG023,V039,24.56224,77.300043,57.82790171878349,49.77862013505128,39.37870412163314,normal
MPL-0466,MP-378,Rajasthan,Constituency-010,District-25,School Infrastructure Project 0466,School Infrastructure,2026-03-08,2026-03-16,2026-03-16,73.97,73.73,2027-03-01,,Ongoing,AG009,V069,25.113756,76.614915,74.73251640515707,67.51212352227503,37.71646470643859,normal
MPL-0467,MP-200,Telangana,Constituency-051,District-02,Drainage Project 0467,Drainage,2026-02-18,2026-02-23,2026-02-23,11.21,10.35,2026-12-29,,Under Review,AG006,V033,17.983676,79.641867,70.13766428974803,73.00134975232862,5.121274226355022,payment_milestone_issue
MPL-0468,MP-175,Gujarat,Constituency-108,District-01,Health Facility Project 0468,Health Facility,2026-04-11,2026-05-05,2026-05-05,12.91,12.66,2027-02-27,,Ongoing,AG022,V060,22.93474,72.551443,48.326148496918265,57.22655382660706,4.106088099681522,normal
MPL-0469,MP-453,Bihar,Constituency-090,District-02,Street Lighting Project 0469,Street Lighting,2026-05-27,2026-06-21,2026-06-21,56.77,53.19,2026-12-20,,Ongoing,AG006,V010,24.686313,85.032707,54.6947844310605,47.46157796311216,14.268524303593418,normal
MPL-0470,MP-094,Karnataka,Constituency-003,District-14,Street Lighting Project 0470,Street Lighting,2026-04-19,2026-04-24,2026-04-24,51.07,47.26,2026-11-03,,Ongoing,AG023,V040,16.159314,75.623126,55.756754220957184,48.19499135483306,18.069430190716872,normal
MPL-0471,MP-405,Rajasthan,Constituency-055,District-04,Community Hall Project 0471,Community Hall,2026-06-08,2026-06-20,2026-06-20,60.13,55.61,2027-01-28,,Ongoing,AG008,V013,27.93514,73.291943,63.18750553520479,69.13124093502553,23.41293194717385,normal
MPL-0472,MP-105,Gujarat,Constituency-092,District-18,Road Project 0472,Road,2025-12-05,2026-01-04,2026-01-04,23.32,22.02,2026-10-10,,Under Review,AG013,V041,22.714913,74.292507,71.18789363525562,35.3655811624743,17.664870465272344,financial_physical_mismatch
MPL-0473,MP-494,Gujarat,Constituency-009,District-11,Sanitation Project 0473,Sanitation,2026-03-20,2026-03-25,2026-03-25,58.13,57.81,2027-03-01,2027-04-06,Completed,AG004,V077,20.52224,72.910043,88.48017690649147,91.74203327560308,24.626173778168265,normal
MPL-0474,MP-062,Telangana,Constituency-018,District-12,Public Library Project 0474,Public Library,2026-04-19,2026-05-09,2026-05-09,58.73,54.12,2027-04-04,,Ongoing,AG021,V030,17.51224,78.110043,36.16673587932569,16.427468071570143,4.419490341922844,low_expenditure
MPL-0475,MP-025,Rajasthan,Constituency-030,District-28,Road Project 0475,Road,2026-03-27,2026-04-24,2026-04-24,17.67,16.87,2027-01-13,2027-04-11,Completed,AG008,V077,26.894776,76.377767,78.28339850028726,67.15476298545573,11.296882112992025,normal
MPL-0476,MP-054,Bihar,Constituency-082,District-05,Road Project 0476,Road,2026-06-14,2026-06-25,2026-06-25,59.8,59.02,2027-06-18,,Ongoing,AG030,V032,25.791876,87.523067,55.98172563076732,35.00693501761386,43.32050199541612,financial_physical_mismatch
MPL-0477,MP-279,Bihar,Constituency-111,District-26,Water Supply Project 0477,Water Supply,2026-01-01,2026-01-21,2026-01-21,60.2,57.45,2026-11-06,,Ongoing,AG008,V065,26.629314,84.853126,74.69205711681019,14.28029335026687,6.220413400213869,low_expenditure
MPL-0478,MP-157,Telangana,Constituency-071,District-24,Street Lighting Project 0478,Street Lighting,2026-04-13,2026-04-23,2026-04-23,44.38,44.42,2027-02-05,2027-03-01,Completed,AG006,V061,16.864776,80.047767,76.81784554253008,23.772644168363044,39.56971099634946,financial_physical_mismatch
MPL-0479,MP-415,Madhya Pradesh,Constituency-119,District-14,Sanitation Project 0479,Sanitation,2026-05-19,2026-06-05,2026-06-05,13.18,12.32,2027-04-04,,Under Review,AG013,V072,22.66224,77.700043,60.80921646777068,26.51609559952079,10.657651006321396,financial_physical_mismatch
MPL-0480,MP-357,Madhya Pradesh,Constituency-066,District-23,Sanitation Project 0480,Sanitation,2025-12-30,2026-01-19,2026-01-19,71.72,73.81,2026-10-30,2027-01-11,Completed,AG021,V076,23.74224,80.380043,41.84626297030918,50.35311326093092,24.804002779581182,normal
MPL-0481,MP-268,Maharashtra,Constituency-078,District-15,Street Lighting Project 0481,Street Lighting,2026-02-07,2026-03-05,2026-03-05,42.4,43.31,2026-11-02,,Ongoing,AG030,V055,19.849476,75.929367,54.87778585182427,58.42208286809744,11.476098509384451,normal
MPL-0482,MP-170,West Bengal,Constituency-107,District-14,School Infrastructure Project 0482,School Infrastructure,2026-01-11,2026-01-24,2026-01-24,59.24,57.01,2027-01-03,,Under Review,AG001,V015,25.244776,88.817767,73.83383745133,83.26504044279997,16.680248494134485,normal
MPL-0483,MP-173,Bihar,Constituency-105,District-16,Street Lighting Project 0483,Street Lighting,2026-04-11,2026-04-16,2026-04-16,15.87,15.6,2026-11-04,,Ongoing,AG019,V040,24.79224,86.900043,78.86436707482937,21.224353767704613,2.1975902440907618,low_expenditure
MPL-0484,MP-191,Telangana,Constituency-026,District-02,Public Library Project 0484,Public Library,2026-03-24,2026-04-21,2026-04-21,20.7,19.47,2026-11-30,,Ongoing,AG014,V037,17.948214,79.527226,42.38826342590994,41.090631134024136,22.982995286006723,cost_overrun
MPL-0485,MP-497,Uttar Pradesh,Constituency-087,District-25,Street Lighting Project 0485,Street Lighting,2026-01-20,2026-01-28,2026-01-28,19.96,19.01,2027-01-05,,Under Review,AG015,V080,29.509314,77.133126,55.77506957096969,49.863838033909055,8.199783216787878,normal
MPL-0486,MP-346,Maharashtra,Constituency-078,District-14,Sports Facility Project 0486,Sports Facility,2026-01-10,2026-01-25,2026-01-25,45.61,42.0,2026-09-16,,Under Review,AG026,V006,18.968714,75.693226,68.16416795256791,77.87589848614745,27.447961977403647,normal
MPL-0487,MP-027,Tamil Nadu,Constituency-078,District-04,Water Supply Project 0487,Water Supply,2026-03-17,2026-04-07,2026-04-07,12.12,11.63,2027-03-09,,Ongoing,AG012,V052,10.685413,78.737207,53.16403895128415,43.36794092813673,5.7239046227599,normal
MPL-0488,MP-369,Rajasthan,Constituency-112,District-02,Health Facility Project 0488,Health Facility,2026-05-26,2026-06-25,2026-06-25,70.63,68.98,2027-06-08,2026-12-06,Completed,AG015,V080,26.218214,72.957426,71.31256256503181,59.38140297705242,40.57257546068839,normal
MPL-0489,MP-395,Rajasthan,Constituency-038,District-20,Sports Facility Project 0489,Sports Facility,2026-05-26,2026-06-06,2026-06-06,33.08,33.85,2026-12-23,,Ongoing,AG016,V052,23.94224,74.760043,86.78126861301398,85.25595079293564,20.273430966282653,normal
MPL-0490,MP-494,West Bengal,Constituency-085,District-18,Public Library Project 0490,Public Library,2026-04-26,2026-05-08,2026-05-08,29.7,29.52,2026-11-26,,Ongoing,AG002,V017,23.244776,87.027767,65.18106631410924,72.42635340665835,10.009287691581624,normal
MPL-0491,MP-140,Karnataka,Constituency-119,District-18,Community Hall Project 0491,Community Hall,2026-01-17,2026-02-11,2026-02-11,72.99,73.3,2026-11-01,,Ongoing,AG014,V004,14.244776,76.447767,47.12068192328978,40.78850986216324,36.82886874862741,normal
MPL-0492,MP-239,Tamil Nadu,Constituency-029,District-09,Water Supply Project 0492,Water Supply,2026-05-26,2026-06-03,2026-06-03,54.37,52.28,2026-12-16,,Under Review,AG030,V074,10.681913,79.170307,74.45935037630223,78.65140510956829,23.64492484918436,normal
MPL-0493,MP-328,Tamil Nadu,Constituency-099,District-12,Sports Facility Project 0493,Sports Facility,2025-12-31,2026-01-30,2026-01-30,34.48,34.96,2026-12-22,,Under Review,AG030,V025,12.576813,80.021307,87.4737740375901,27.318869928767725,31.094253227736903,financial_physical_mismatch
MPL-0494,MP-036,Bihar,Constituency-077,District-11,Sports Facility Project 0494,Sports Facility,2026-01-14,2026-01-28,2026-01-28,8.66,8.78,2026-11-05,2026-08-13,Completed,AG019,V029,25.069314,85.243126,52.37594237892734,20.199713832413916,0.6072713036307141,low_expenditure
MPL-0495,MP-184,Uttar Pradesh,Constituency-110,District-16,Sports Facility Project 0495,Sports Facility,2026-04-09,2026-05-07,2026-05-07,58.7,56.44,2027-01-16,,Ongoing,AG016,V028,27.394776,79.077767,88.96285373390883,20.989871539298395,8.768203734810623,low_expenditure
MPL-0496,MP-404,Gujarat,Constituency-013,District-05,Road Project 0496,Road,2026-03-13,2026-03-28,2026-03-28,56.81,58.45,2027-01-10,2027-04-11,Completed,AG018,V051,21.67674,72.131943,76.67428017798773,100.0,30.96432881201631,sudden_progress_jump
MPL-0497,MP-105,Maharashtra,Constituency-087,District-26,Sanitation Project 0497,Sanitation,2026-05-19,2026-05-28,2026-05-28,39.82,38.75,2026-11-10,,Delayed,AG015,V021,19.699314,76.653126,84.34699477974519,26.28094986251229,26.20701152790268,delay
MPL-0498,MP-035,Gujarat,Constituency-016,District-08,Road Project 0498,Road,2026-04-15,2026-05-02,2026-05-02,76.04,70.94,2026-09-30,,Delayed,AG004,V046,22.543814,72.862026,63.34893484231367,28.06376043781526,34.045905247266504,delay
MPL-0499,MP-024,Gujarat,Constituency-076,District-19,Street Lighting Project 0499,Street Lighting,2026-04-06,2026-04-29,2026-04-29,35.51,35.14,2027-04-10,,Ongoing,AG025,V012,21.763756,73.624915,59.48150545509732,47.73675864072722,42.08099846754754,cost_overrun
MPL-0500,MP-416,Karnataka,Constituency-105,District-23,Sports Facility Project 0500,Sports Facility,2026-04-29,2026-05-04,2026-05-04,58.6,55.84,2027-04-14,,Ongoing,AG006,V050,13.109314,78.063126,41.88800406060568,37.04304150392287,35.08411104199366,normal
