payment_id,project_id,vendor_id,payment_date,amount_lakh,payment_stage,payment_status,reference_number
PAY-00319,MPL-0039,V062,2027-01-23,2.33,Execution,Processed,REF-0000319
PAY-00320,MPL-0039,V062,2026-09-09,0.99,Foundation,Processed,REF-0000320
PAY-00321,MPL-0039,V062,2027-01-08,0.75,Finishing,Processed,REF-0000321
PAY-00322,MPL-0039,V062,2026-07-23,6.6,Final,Processed,REF-0000322
PAY-00323,MPL-0040,V002,2026-09-12,2.67,Final,Processed,REF-0000323
PAY-00324,MPL-0040,V002,2027-05-01,1.05,Finishing,Processed,REF-0000324
PAY-00325,MPL-0040,V002,2026-07-02,2.29,Final,Processed,REF-0000325
PAY-00326,MPL-0040,V002,2027-01-11,2.44,Foundation,Processed,REF-0000326
PAY-00327,MPL-0040,V002,2027-04-27,0.78,Finishing,Processed,REF-0000327
PAY-00328,MPL-0040,V002,2026-09-02,3.81,Finishing,Processed,REF-0000328
PAY-00329,MPL-0040,V002,2026-11-15,5.47,Final,Processed,REF-0000329
PAY-00330,MPL-0040,V002,2026-08-26,5.65,Finishing,Processed,REF-0000330
PAY-00331,MPL-0040,V002,2026-10-02,3.32,Mobilization,Processed,REF-0000331
PAY-00332,MPL-0040,V002,2026-08-09,2.58,Final,Processed,REF-0000332
PAY-00333,MPL-0040,V002,2026-08-05,0.23,Final,Processed,REF-0000333
PAY-00334,MPL-0041,V011,2027-01-30,0.94,Execution,Processed,REF-0000334
PAY-00335,MPL-0041,V011,2026-12-23,0.27,Foundation,Processed,REF-0000335
PAY-00336,MPL-0041,V011,2026-08-27,9.21,Foundation,Processed,REF-0000336
PAY-00337,MPL-0041,V011,2026-05-01,0.4,Mobilization,Processed,REF-0000337
PAY-00338,MPL-0041,V011,2026-03-28,0.46,Finishing,Processed,REF-0000338
PAY-00339,MPL-0041,V011,2026-03-20,6.12,Final,Processed,REF-0000339
PAY-00340,MPL-0041,V011,2026-06-01,8.0,Mobilization,Processed,REF-0000340
PAY-00341,MPL-0041,V011,2027-01-25,4.03,Final,Processed,REF-0000341
PAY-00342,MPL-0041,V011,2026-04-24,0.02,Final,Processed,REF-0000342
PAY-00343,MPL-0041,V011,2026-09-26,0.0,Mobilization,Processed,REF-0000343
PAY-00344,MPL-0041,V011,2026-05-20,1.32,Finishing,Processed,REF-0000344
PAY-00345,MPL-0042,V027,2026-09-23,0.17,Foundation,Processed,REF-0000345
PAY-00346,MPL-0042,V027,2027-05-20,0.02,Foundation,Processed,REF-0000346
PAY-00347,MPL-0042,V027,2026-11-19,0.67,Foundation,Processed,REF-0000347
PAY-00348,MPL-0042,V027,2027-03-21,3.09,Foundation,Processed,REF-0000348
PAY-00349,MPL-0042,V027,2026-12-30,0.42,Execution,Processed,REF-0000349
PAY-00350,MPL-0042,V027,2027-05-23,1.17,Mobilization,Processed,REF-0000350
PAY-00351,MPL-0042,V027,2026-11-07,1.14,Mobilization,Processed,REF-0000351
PAY-00352,MPL-0042,V027,2026-09-01,0.31,Mobilization,Processed,REF-0000352
PAY-00353,MPL-0042,V027,2027-05-12,1.13,Final,Processed,REF-0000353
PAY-00354,MPL-0042,V027,2026-08-11,0.26,Mobilization,Processed,REF-0000354
PAY-00355,MPL-0043,V030,2027-01-18,0.18,Mobilization,Processed,REF-0000355
PAY-00356,MPL-0043,V030,2026-05-12,1.68,Foundation,Processed,REF-0000356
PAY-00357,MPL-0043,V030,2026-08-10,0.17,Execution,Processed,REF-0000357
PAY-00358,MPL-0043,V030,2026-06-19,8.04,Mobilization,Processed,REF-0000358
PAY-00359,MPL-0043,V030,2026-04-27,0.28,Finishing,Processed,REF-0000359
PAY-00360,MPL-0043,V030,2026-09-20,1.25,Foundation,Processed,REF-0000360
PAY-00361,MPL-0043,V030,2026-10-05,0.74,Mobilization,Processed,REF-0000361
PAY-00362,MPL-0043,V030,2026-11-25,0.19,Mobilization,Processed,REF-0000362
PAY-00363,MPL-0043,V030,2026-10-16,0.04,Mobilization,Processed,REF-0000363
PAY-00364,MPL-0043,V030,2026-11-23,1.36,Mobilization,Processed,REF-0000364
PAY-00365,MPL-0043,V030,2026-07-04,2.29,Finishing,Processed,REF-0000365
PAY-00366,MPL-0043,V030,2026-09-27,2.57,Execution,Processed,REF-0000366
PAY-00367,MPL-0044,V016,2026-07-31,0.82,Foundation,Processed,REF-0000367
PAY-00368,MPL-0044,V016,2026-10-09,1.87,Mobilization,Processed,REF-0000368
PAY-00369,MPL-0044,V016,2026-08-09,1.39,Final,Processed,REF-0000369
PAY-00370,MPL-0044,V016,2027-03-29,1.61,Final,Processed,REF-0000370
PAY-00371,MPL-0044,V016,2026-05-26,0.85,Mobilization,Processed,REF-0000371
PAY-00372,MPL-0044,V016,2026-11-01,1.25,Execution,Processed,REF-0000372
PAY-00373,MPL-0044,V016,2027-01-12,2.04,Final,Processed,REF-0000373
PAY-00374,MPL-0044,V016,2027-03-13,0.63,Final,Processed,REF-0000374
PAY-00375,MPL-0044,V016,2026-05-12,2.05,Foundation,Processed,REF-0000375
PAY-00376,MPL-0044,V016,2027-02-01,1.12,Execution,Processed,REF-0000376
PAY-00377,MPL-0044,V016,2026-07-11,0.23,Foundation,Processed,REF-0000377
PAY-00378,MPL-0044,V016,2027-03-16,0.03,Mobilization,Processed,REF-0000378
PAY-00379,MPL-0045,V035,2027-02-27,2.2,Final,Processed,REF-0000379
PAY-00380,MPL-0045,V035,2026-08-24,3.86,Foundation,Processed,REF-0000380
PAY-00381,MPL-0045,V035,2026-12-10,8.93,Mobilization,Processed,REF-0000381
PAY-00382,MPL-0045,V035,2026-09-26,0.66,Mobilization,Processed,REF-0000382
PAY-00383,MPL-0045,V035,2026-11-21,7.85,Foundation,Processed,REF-0000383
PAY-00384,MPL-0046,V053,2026-08-18,1.62,Foundation,Processed,REF-0000384
PAY-00385,MPL-0046,V053,2026-11-21,0.13,Execution,Processed,REF-0000385
PAY-00386,MPL-0046,V053,2027-03-10,1.55,Foundation,Processed,REF-0000386
PAY-00387,MPL-0046,V053,2026-08-23,3.87,Execution,Processed,REF-0000387
PAY-00388,MPL-0046,V053,2027-04-15,1.06,Execution,Processed,REF-0000388
PAY-00389,MPL-0046,V053,2027-03-03,1.25,Finishing,Processed,REF-0000389
PAY-00390,MPL-0046,V053,2027-02-15,4.22,Final,Processed,REF-0000390
PAY-00391,MPL-0046,V053,2027-01-27,0.76,Foundation,Processed,REF-0000391
PAY-00392,MPL-0047,V067,2026-07-10,1.4,Foundation,Processed,REF-0000392
PAY-00393,MPL-0047,V067,2026-09-03,6.92,Finishing,Processed,REF-0000393
PAY-00394,MPL-0047,V067,2026-06-04,3.63,Final,Processed,REF-0000394
PAY-00395,MPL-0047,V067,2027-02-07,3.32,Execution,Processed,REF-0000395
PAY-00396,MPL-0047,V067,2026-07-06,1.11,Foundation,Processed,REF-0000396
PAY-00397,MPL-0047,V067,2026-12-18,5.38,Finishing,Processed,REF-0000397
PAY-00398,MPL-0047,V067,2026-11-27,0.32,Finishing,Processed,REF-0000398
PAY-00399,MPL-0047,V067,2027-02-12,9.83,Execution,Processed,REF-0000399
PAY-00400,MPL-0047,V067,2026-09-23,1.5,Final,Processed,REF-0000400
PAY-00401,MPL-0048,V002,2027-04-07,0.11,Finishing,Processed,REF-0000401
PAY-00402,MPL-0048,V002,2027-01-06,0.46,Foundation,Processed,REF-0000402
PAY-00403,MPL-0048,V002,2027-03-18,0.03,Execution,Processed,REF-0000403
PAY-00404,MPL-0048,V002,2026-12-09,0.9,Mobilization,Processed,REF-0000404
PAY-00405,MPL-0048,V002,2027-01-17,1.82,Foundation,Processed,REF-0000405
PAY-00406,MPL-0048,V002,2026-06-18,1.42,Final,Processed,REF-0000406
PAY-00407,MPL-0049,V071,2026-12-14,0.09,Finishing,Processed,REF-0000407
PAY-00408,MPL-0049,V071,2026-07-17,0.09,Final,Processed,REF-0000408
PAY-00409,MPL-0049,V071,2027-01-13,1.09,Final,Processed,REF-0000409
PAY-00410,MPL-0049,V071,2026-08-16,1.67,Finishing,Processed,REF-0000410
PAY-00411,MPL-0049,V071,2026-03-04,0.4,Mobilization,Processed,REF-0000411
PAY-00412,MPL-0049,V071,2026-05-20,0.45,Execution,Processed,REF-0000412
PAY-00413,MPL-0049,V071,2026-09-24,0.25,Foundation,Processed,REF-0000413
PAY-00414,MPL-0049,V071,2026-08-19,1.45,Foundation,Processed,REF-0000414
PAY-00415,MPL-0049,V071,2026-03-26,0.67,Foundation,Processed,REF-0000415
PAY-00416,MPL-0050,V063,2026-08-27,0.9,Foundation,Processed,REF-0000416
PAY-00417,MPL-0050,V063,2026-07-28,0.94,Mobilization,Processed,REF-0000417
PAY-00418,MPL-0050,V063,2026-02-22,5.87,Execution,Processed,REF-0000418
PAY-00419,MPL-0050,V063,2026-02-23,0.04,Execution,Processed,REF-0000419
PAY-00420,MPL-0050,V063,2026-06-07,1.03,Finishing,Processed,REF-0000420
PAY-00421,MPL-0050,V063,2026-12-05,2.14,Execution,Processed,REF-0000421
PAY-00422,MPL-0050,V063,2026-06-17,0.42,Final,Processed,REF-0000422
PAY-00423,MPL-0050,V063,2026-03-23,0.26,Finishing,Processed,REF-0000423
PAY-00424,MPL-0050,V063,2026-07-13,4.47,Final,Processed,REF-0000424
PAY-00425,MPL-0050,V063,2026-06-06,5.95,Final,Processed,REF-0000425
PAY-00426,MPL-0051,V049,2026-06-10,2.76,Final,Processed,REF-0000426
PAY-00427,MPL-0051,V049,2026-09-08,3.65,Final,Processed,REF-0000427
PAY-00428,MPL-0051,V049,2026-05-27,1.28,Final,Processed,REF-0000428
PAY-00429,MPL-0051,V049,2027-03-15,2.66,Finishing,Processed,REF-0000429
PAY-00430,MPL-0051,V049,2026-11-27,0.77,Execution,Processed,REF-0000430
PAY-00431,MPL-0051,V049,2026-09-29,1.75,Foundation,Processed,REF-0000431
PAY-00432,MPL-0051,V049,2026-07-28,7.16,Mobilization,Processed,REF-0000432
PAY-00433,MPL-0051,V049,2026-12-27,0.41,Finishing,Processed,REF-0000433
PAY-00434,MPL-0052,V034,2026-08-25,6.35,Finishing,Processed,REF-0000434
PAY-00435,MPL-0052,V034,2026-06-07,8.4,Mobilization,Processed,REF-0000435
PAY-00436,MPL-0052,V034,2026-11-24,1.91,Foundation,Processed,REF-0000436
PAY-00437,MPL-0052,V034,2027-02-08,1.09,Execution,Processed,REF-0000437
PAY-00438,MPL-0052,V034,2027-02-03,22.74,Finishing,Processed,REF-0000438
PAY-00439,MPL-0053,V012,2027-02-21,20.71,Mobilization,Processed,REF-0000439
PAY-00440,MPL-0053,V012,2026-09-24,2.85,Mobilization,Processed,REF-0000440
PAY-00441,MPL-0053,V012,2027-03-27,0.5,Final,Processed,REF-0000441
PAY-00442,MPL-0053,V012,2026-05-04,0.37,Finishing,Processed,REF-0000442
PAY-00443,MPL-0053,V012,2026-09-24,12.21,Foundation,Processed,REF-0000443
PAY-00444,MPL-0053,V012,2026-11-24,3.43,Mobilization,Processed,REF-0000444
PAY-00445,MPL-0053,V012,2027-01-30,2.12,Final,Processed,REF-0000445
PAY-00446,MPL-0053,V012,2026-05-22,3.56,Execution,Processed,REF-0000446
PAY-00447,MPL-0054,V011,2026-07-21,1.85,Finishing,Processed,REF-0000447
PAY-00448,MPL-0054,V011,2026-08-03,3.24,Finishing,Processed,REF-0000448
PAY-00449,MPL-0054,V011,2026-11-17,9.47,Execution,Processed,REF-0000449
PAY-00450,MPL-0054,V011,2026-11-25,4.33,Execution,Processed,REF-0000450
PAY-00451,MPL-0054,V011,2027-01-06,5.73,Mobilization,Processed,REF-0000451
PAY-00452,MPL-0055,V055,2027-03-15,0.46,Final,Processed,REF-0000452
PAY-00453,MPL-0055,V055,2026-07-30,1.37,Finishing,Processed,REF-0000453
PAY-00454,MPL-0055,V055,2026-12-05,1.12,Finishing,Processed,REF-0000454
PAY-00455,MPL-0055,V055,2027-03-15,0.13,Mobilization,Processed,REF-0000455
PAY-00456,MPL-0055,V055,2027-01-13,0.87,Final,Processed,REF-0000456
PAY-00457,MPL-0055,V055,2026-08-27,0.3,Mobilization,Processed,REF-0000457
PAY-00458,MPL-0055,V055,2026-10-28,1.67,Mobilization,Processed,REF-0000458
PAY-00459,MPL-0055,V055,2026-07-11,0.57,Foundation,Processed,REF-0000459
PAY-00460,MPL-0055,V055,2026-08-28,5.35,Execution,Processed,REF-0000460
PAY-00461,MPL-0055,V055,2027-02-14,0.1,Foundation,Processed,REF-0000461
PAY-00462,MPL-0056,V007,2026-07-30,1.24,Foundation,Processed,REF-0000462
PAY-00463,MPL-0056,V007,2026-12-20,0.92,Final,Processed,REF-0000463
PAY-00464,MPL-0056,V007,2026-06-17,1.19,Mobilization,Processed,REF-0000464
PAY-00465,MPL-0056,V007,2026-10-25,0.3,Mobilization,Processed,REF-0000465
PAY-00466,MPL-0056,V007,2026-08-10,0.55,Mobilization,Processed,REF-0000466
PAY-00467,MPL-0056,V007,2026-11-17,1.3,Mobilization,Processed,REF-0000467
PAY-00468,MPL-0056,V007,2026-10-28,0.22,Execution,Processed,REF-0000468
PAY-00469,MPL-0057,V017,2026-06-21,0.49,Foundation,Processed,REF-0000469
PAY-00470,MPL-0057,V017,2026-04-14,1.52,Final,Processed,REF-0000470
PAY-00471,MPL-0057,V017,2026-09-26,1.4,Mobilization,Processed,REF-0000471
PAY-00472,MPL-0057,V017,2026-04-08,0.63,Execution,Processed,REF-0000472
PAY-00473,MPL-0057,V017,2026-04-19,0.67,Final,Processed,REF-0000473
PAY-00474,MPL-0057,V017,2026-09-02,0.62,Finishing,Processed,REF-0000474
PAY-00475,MPL-0057,V017,2026-04-06,2.8,Final,Processed,REF-0000475
PAY-00476,MPL-0057,V017,2026-10-31,2.0,Foundation,Processed,REF-0000476
PAY-00477,MPL-0057,V017,2026-11-25,3.38,Finishing,Processed,REF-0000477
PAY-00478,MPL-0057,V017,2027-01-07,7.03,Finishing,Processed,REF-0000478
PAY-00479,MPL-0057,V017,2026-06-26,1.22,Execution,Processed,REF-0000479
PAY-00480,MPL-0058,V010,2026-06-11,0.29,Mobilization,Processed,REF-0000480
PAY-00481,MPL-0058,V010,2026-07-01,0.2,Execution,Processed,REF-0000481
PAY-00482,MPL-0058,V010,2026-03-30,1.45,Execution,Processed,REF-0000482
PAY-00483,MPL-0058,V010,2026-11-28,11.15,Foundation,Processed,REF-0000483
PAY-00484,MPL-0058,V010,2027-01-19,3.06,Foundation,Processed,REF-0000484
PAY-00485,MPL-0058,V010,2026-03-27,1.31,Mobilization,Processed,REF-0000485
PAY-00486,MPL-0058,V010,2026-10-27,2.11,Mobilization,Processed,REF-0000486
PAY-00487,MPL-0058,V010,2026-06-04,3.78,Mobilization,Processed,REF-0000487
PAY-00488,MPL-0058,V010,2026-06-06,4.38,Finishing,Processed,REF-0000488
PAY-00489,MPL-0058,V010,2026-09-01,0.69,Foundation,Processed,REF-0000489
PAY-00490,MPL-0058,V010,2026-10-23,15.61,Mobilization,Processed,REF-0000490
PAY-00491,MPL-0058,V010,2026-08-09,3.26,Foundation,Processed,REF-0000491
PAY-00492,MPL-0059,V048,2026-07-16,10.0,Finishing,Processed,REF-0000492
PAY-00493,MPL-0059,V048,2026-07-17,10.0,Foundation,Processed,REF-0000493
PAY-00494,MPL-0059,V048,2026-10-23,0.02,Mobilization,Processed,REF-0000494
PAY-00495,MPL-0059,V048,2026-04-14,0.5,Foundation,Processed,REF-0000495
PAY-00496,MPL-0059,V048,2026-08-12,1.19,Finishing,Processed,REF-0000496
PAY-00497,MPL-0059,V048,2026-09-26,0.25,Final,Processed,REF-0000497
PAY-00498,MPL-0059,V048,2026-10-27,0.31,Foundation,Processed,REF-0000498
PAY-00499,MPL-0059,V048,2026-08-30,0.09,Foundation,Processed,REF-0000499
PAY-00500,MPL-0059,V048,2026-03-14,0.59,Execution,Processed,REF-0000500
PAY-00501,MPL-0059,V048,2026-09-11,0.16,Foundation,Processed,REF-0000501
PAY-00502,MPL-0060,V031,2027-03-19,1.36,Mobilization,Processed,REF-0000502
PAY-00503,MPL-0060,V031,2026-08-11,2.67,Finishing,Processed,REF-0000503
PAY-00504,MPL-0060,V031,2026-07-21,3.82,Mobilization,Processed,REF-0000504
PAY-00505,MPL-0060,V031,2026-09-28,1.85,Mobilization,Processed,REF-0000505
PAY-00506,MPL-0060,V031,2027-01-18,0.37,Foundation,Processed,REF-0000506
PAY-00507,MPL-0060,V031,2026-10-11,3.51,Mobilization,Processed,REF-0000507
PAY-00508,MPL-0060,V031,2027-01-26,1.02,Final,Processed,REF-0000508
PAY-00509,MPL-0060,V031,2027-01-14,2.76,Execution,Processed,REF-0000509
PAY-00510,MPL-0060,V031,2026-10-10,1.17,Mobilization,Processed,REF-0000510
PAY-00511,MPL-0061,V048,2026-09-04,1.39,Finishing,Processed,REF-0000511
PAY-00512,MPL-0061,V048,2026-06-23,1.75,Foundation,Processed,REF-0000512
PAY-00513,MPL-0061,V048,2026-09-26,3.03,Final,Processed,REF-0000513
PAY-00514,MPL-0061,V048,2026-10-13,5.92,Final,Processed,REF-0000514
PAY-00515,MPL-0061,V048,2026-08-24,1.45,Mobilization,Processed,REF-0000515
PAY-00516,MPL-0061,V048,2026-10-18,3.29,Execution,Processed,REF-0000516
PAY-00517,MPL-0062,V077,2026-03-07,1.09,Mobilization,Processed,REF-0000517
PAY-00518,MPL-0062,V077,2026-12-14,4.34,Finishing,Processed,REF-0000518
PAY-00519,MPL-0062,V077,2026-08-20,1.61,Foundation,Processed,REF-0000519
PAY-00520,MPL-0062,V077,2026-06-15,0.21,Foundation,Processed,REF-0000520
PAY-00521,MPL-0062,V077,2026-08-10,0.47,Foundation,Processed,REF-0000521
PAY-00522,MPL-0062,V077,2026-11-16,0.16,Execution,Processed,REF-0000522
PAY-00523,MPL-0062,V077,2026-10-14,1.78,Final,Processed,REF-0000523
PAY-00524,MPL-0062,V077,2026-09-25,0.29,Final,Processed,REF-0000524
PAY-00525,MPL-0062,V077,2026-08-25,0.31,Mobilization,Processed,REF-0000525
PAY-00526,MPL-0062,V077,2026-02-10,7.27,Foundation,Processed,REF-0000526
PAY-00527,MPL-0063,V019,2026-06-05,1.47,Mobilization,Processed,REF-0000527
PAY-00528,MPL-0063,V019,2026-03-12,0.43,Mobilization,Processed,REF-0000528
PAY-00529,MPL-0063,V019,2026-12-04,3.04,Execution,Processed,REF-0000529
PAY-00530,MPL-0063,V019,2026-06-15,0.0,Mobilization,Processed,REF-0000530
PAY-00531,MPL-0063,V019,2026-11-12,0.68,Mobilization,Processed,REF-0000531
PAY-00532,MPL-0063,V019,2026-07-04,0.68,Foundation,Processed,REF-0000532
PAY-00533,MPL-0064,V009,2026-11-28,6.44,Finishing,Processed,REF-0000533
PAY-00534,MPL-0064,V009,2026-07-02,5.32,Foundation,Processed,REF-0000534
PAY-00535,MPL-0064,V009,2026-09-26,6.4,Finishing,Processed,REF-0000535
PAY-00536,MPL-0064,V009,2026-08-25,5.64,Foundation,Processed,REF-0000536
PAY-00537,MPL-0064,V009,2026-08-24,13.8,Execution,Processed,REF-0000537
PAY-00538,MPL-0064,V009,2027-04-03,1.53,Execution,Processed,REF-0000538
PAY-00539,MPL-0064,V009,2027-03-13,2.32,Execution,Processed,REF-0000539
PAY-00540,MPL-0064,V009,2026-05-13,2.1,Mobilization,Processed,REF-0000540
PAY-00541,MPL-0064,V009,2026-08-14,3.21,Final,Processed,REF-0000541
PAY-00542,MPL-0064,V009,2027-03-26,7.84,Finishing,Processed,REF-0000542
PAY-00543,MPL-0064,V009,2026-10-15,1.24,Foundation,Processed,REF-0000543
PAY-00544,MPL-0065,V011,2026-09-11,3.77,Mobilization,Processed,REF-0000544
PAY-00545,MPL-0065,V011,2026-06-27,0.66,Foundation,Processed,REF-0000545
PAY-00546,MPL-0065,V011,2026-09-20,0.33,Finishing,Processed,REF-0000546
PAY-00547,MPL-0065,V011,2026-06-14,2.09,Mobilization,Processed,REF-0000547
PAY-00548,MPL-0065,V011,2026-12-01,0.07,Finishing,Processed,REF-0000548
PAY-00549,MPL-0065,V011,2026-09-21,1.8,Mobilization,Processed,REF-0000549
PAY-00550,MPL-0065,V011,2026-07-02,2.23,Execution,Processed,REF-0000550
PAY-00551,MPL-0066,V058,2026-06-05,2.88,Mobilization,Processed,REF-0000551
PAY-00552,MPL-0066,V058,2027-01-08,0.51,Execution,Processed,REF-0000552
PAY-00553,MPL-0066,V058,2026-11-07,5.38,Final,Processed,REF-0000553
PAY-00554,MPL-0066,V058,2026-03-10,1.23,Finishing,Processed,REF-0000554
PAY-00555,MPL-0066,V058,2026-07-14,1.47,Finishing,Processed,REF-0000555
PAY-00556,MPL-0066,V058,2026-05-05,3.49,Mobilization,Processed,REF-0000556
PAY-00557,MPL-0067,V008,2027-03-27,3.83,Execution,Processed,REF-0000557
PAY-00558,MPL-0067,V008,2026-10-04,8.25,Final,Processed,REF-0000558
PAY-00559,MPL-0067,V008,2027-02-22,12.39,Foundation,Processed,REF-0000559
PAY-00560,MPL-0067,V008,2026-08-24,9.82,Mobilization,Processed,REF-0000560
PAY-00561,MPL-0067,V008,2026-07-31,1.75,Execution,Processed,REF-0000561
PAY-00562,MPL-0068,V014,2026-11-27,10.0,Finishing,Processed,REF-0000562
PAY-00563,MPL-0068,V014,2026-11-28,10.0,Final,Processed,REF-0000563
PAY-00564,MPL-0068,V014,2026-08-19,2.18,Finishing,Processed,REF-0000564
PAY-00565,MPL-0068,V014,2026-08-17,5.45,Execution,Processed,REF-0000565
PAY-00566,MPL-0068,V014,2026-11-30,1.24,Mobilization,Processed,REF-0000566
PAY-00567,MPL-0068,V014,2026-10-07,2.55,Execution,Processed,REF-0000567
PAY-00568,MPL-0068,V014,2026-09-27,1.98,Final,Processed,REF-0000568
PAY-00569,MPL-0068,V014,2027-03-15,1.03,Final,Processed,REF-0000569
PAY-00570,MPL-0068,V014,2026-12-13,1.7,Mobilization,Processed,REF-0000570
PAY-00571,MPL-0068,V014,2026-08-26,1.87,Final,Processed,REF-0000571
PAY-00572,MPL-0069,V024,2026-05-02,0.67,Finishing,Processed,REF-0000572
PAY-00573,MPL-0069,V024,2026-06-08,1.14,Foundation,Processed,REF-0000573
PAY-00574,MPL-0069,V024,2026-08-17,4.72,Finishing,Processed,REF-0000574
PAY-00575,MPL-0069,V024,2026-03-03,7.45,Foundation,Processed,REF-0000575
PAY-00576,MPL-0069,V024,2026-12-08,1.34,Finishing,Processed,REF-0000576
PAY-00577,MPL-0070,V007,2026-06-04,0.95,Mobilization,Processed,REF-0000577
PAY-00578,MPL-0070,V007,2026-05-29,0.56,Finishing,Processed,REF-0000578
PAY-00579,MPL-0070,V007,2027-01-12,2.94,Mobilization,Processed,REF-0000579
PAY-00580,MPL-0070,V007,2026-07-09,1.01,Final,Processed,REF-0000580
PAY-00581,MPL-0070,V007,2026-10-07,11.39,Final,Processed,REF-0000581
PAY-00582,MPL-0070,V007,2026-05-19,1.02,Execution,Processed,REF-0000582
PAY-00583,MPL-0070,V007,2026-08-16,1.3,Execution,Processed,REF-0000583
PAY-00584,MPL-0070,V007,2026-09-07,2.39,Final,Processed,REF-0000584
PAY-00585,MPL-0070,V007,2026-09-20,4.19,Execution,Processed,REF-0000585
PAY-00586,MPL-0070,V007,2026-07-27,1.64,Foundation,Processed,REF-0000586
PAY-00587,MPL-0071,V068,2027-04-22,0.06,Final,Processed,REF-0000587
PAY-00588,MPL-0071,V068,2026-12-22,0.58,Final,Processed,REF-0000588
PAY-00589,MPL-0071,V068,2026-08-31,0.0,Finishing,Processed,REF-0000589
PAY-00590,MPL-0071,V068,2027-02-17,0.24,Final,Processed,REF-0000590
PAY-00591,MPL-0071,V068,2026-12-24,0.02,Execution,Processed,REF-0000591
PAY-00592,MPL-0072,V046,2026-02-02,13.41,Finishing,Processed,REF-0000592
PAY-00593,MPL-0072,V046,2026-04-14,8.37,Finishing,Processed,REF-0000593
PAY-00594,MPL-0072,V046,2026-04-15,3.64,Final,Processed,REF-0000594
PAY-00595,MPL-0072,V046,2026-06-26,18.01,Final,Processed,REF-0000595
PAY-00596,MPL-0072,V046,2026-11-10,0.11,Foundation,Processed,REF-0000596
PAY-00597,MPL-0072,V046,2026-07-03,2.24,Finishing,Processed,REF-0000597
PAY-00598,MPL-0073,V047,2026-03-07,5.31,Execution,Processed,REF-0000598
PAY-00599,MPL-0073,V047,2026-02-09,2.75,Finishing,Processed,REF-0000599
PAY-00600,MPL-0073,V047,2026-02-22,5.99,Foundation,Processed,REF-0000600
PAY-00601,MPL-0073,V047,2026-06-26,0.15,Final,Processed,REF-0000601
PAY-00602,MPL-0073,V047,2026-04-06,0.79,Mobilization,Processed,REF-0000602
PAY-00603,MPL-0073,V047,2026-10-10,0.86,Execution,Processed,REF-0000603
PAY-00604,MPL-0073,V047,2026-02-04,1.33,Finishing,Processed,REF-0000604
PAY-00605,MPL-0073,V047,2026-08-01,3.9,Mobilization,Processed,REF-0000605
PAY-00606,MPL-0073,V047,2026-02-27,8.86,Execution,Processed,REF-0000606
PAY-00607,MPL-0074,V045,2026-10-06,13.68,Execution,Processed,REF-0000607
PAY-00608,MPL-0074,V045,2026-12-23,10.46,Final,Processed,REF-0000608
PAY-00609,MPL-0074,V045,2026-06-28,1.27,Mobilization,Processed,REF-0000609
PAY-00610,MPL-0074,V045,2026-08-26,3.37,Foundation,Processed,REF-0000610
PAY-00611,MPL-0074,V045,2026-07-19,1.29,Finishing,Processed,REF-0000611
PAY-00612,MPL-0074,V045,2027-02-03,1.78,Mobilization,Processed,REF-0000612
PAY-00613,MPL-0074,V045,2026-09-05,4.06,Foundation,Processed,REF-0000613
PAY-00614,MPL-0075,V073,2027-02-21,0.6,Execution,Processed,REF-0000614
PAY-00615,MPL-0075,V073,2026-10-29,2.1,Finishing,Processed,REF-0000615
PAY-00616,MPL-0075,V073,2027-01-26,23.39,Finishing,Processed,REF-0000616
PAY-00617,MPL-0075,V073,2026-08-13,5.36,Execution,Processed,REF-0000617
PAY-00618,MPL-0075,V073,2026-11-25,5.03,Final,Processed,REF-0000618
PAY-00619,MPL-0076,V048,2026-06-21,0.07,Final,Processed,REF-0000619
PAY-00620,MPL-0076,V048,2026-11-03,1.33,Execution,Processed,REF-0000620
PAY-00621,MPL-0076,V048,2027-01-15,9.41,Foundation,Processed,REF-0000621
PAY-00622,MPL-0076,V048,2026-07-05,0.84,Execution,Processed,REF-0000622
PAY-00623,MPL-0076,V048,2026-06-02,2.51,Finishing,Processed,REF-0000623
PAY-00624,MPL-0076,V048,2027-01-02,0.07,Foundation,Processed,REF-0000624
