progress_id,project_id,update_date,milestone,planned_progress_pct,physical_progress_pct,financial_progress_pct,remarks
PR-00320,MPL-0063,2026-06-18,Finishing,47.57,35.75,17.19,Routine progress update
PR-00321,MPL-0063,2026-08-02,Inspection,59.47,41.46,21.49,Routine progress update
PR-00322,MPL-0063,2026-09-16,Completion,71.36,58.52,25.79,Routine progress update
PR-00323,MPL-0064,2026-05-02,Planning,13.67,6.82,29.78,Routine progress update
PR-00324,MPL-0064,2026-06-16,Foundation,27.33,14.89,59.56,Routine progress update
PR-00325,MPL-0064,2026-07-31,Execution,41.0,36.09,89.34,Routine progress update
PR-00326,MPL-0065,2026-03-24,Planning,13.87,20.45,12.55,Routine progress update
PR-00327,MPL-0065,2026-05-08,Foundation,27.73,24.9,25.1,Routine progress update
PR-00328,MPL-0065,2026-06-22,Execution,41.6,41.83,37.65,Routine progress update
PR-00329,MPL-0065,2026-08-06,Finishing,55.47,54.94,50.2,Routine progress update
PR-00330,MPL-0065,2026-09-20,Inspection,69.34,67.58,62.74,Routine progress update
PR-00331,MPL-0066,2026-02-28,Planning,19.29,18.65,15.87,Routine progress update
PR-00332,MPL-0066,2026-04-14,Foundation,38.59,36.02,31.75,Routine progress update
PR-00333,MPL-0066,2026-05-29,Execution,57.88,44.5,47.62,Routine progress update
PR-00334,MPL-0067,2026-05-31,Planning,11.52,13.14,14.98,Routine progress update
PR-00335,MPL-0067,2026-07-15,Foundation,23.04,31.06,29.95,Routine progress update
PR-00336,MPL-0067,2026-08-29,Execution,34.56,41.64,44.93,Routine progress update
PR-00337,MPL-0067,2026-10-13,Finishing,46.08,55.2,59.9,Routine progress update
PR-00338,MPL-0067,2026-11-27,Inspection,57.59,70.29,74.88,Routine progress update
PR-00339,MPL-0068,2026-03-31,Planning,13.32,19.89,13.96,Routine progress update
PR-00340,MPL-0068,2026-05-15,Foundation,26.63,33.05,27.92,Routine progress update
PR-00341,MPL-0068,2026-06-29,Execution,39.95,43.98,41.88,Routine progress update
PR-00342,MPL-0068,2026-08-13,Finishing,53.26,56.34,55.83,Routine progress update
PR-00343,MPL-0068,2026-09-27,Inspection,66.58,72.75,69.79,Routine progress update
PR-00344,MPL-0069,2026-02-06,Planning,15.15,14.89,5.97,Routine progress update
PR-00345,MPL-0069,2026-03-23,Foundation,30.3,26.24,11.95,Routine progress update
PR-00346,MPL-0069,2026-05-07,Execution,45.45,49.96,17.92,Routine progress update
PR-00347,MPL-0069,2026-06-21,Finishing,60.6,69.54,23.89,Routine progress update
PR-00348,MPL-0069,2026-08-05,Inspection,75.75,82.78,29.86,Routine progress update
PR-00349,MPL-0070,2026-02-09,Planning,9.87,8.54,11.87,Routine progress update
PR-00350,MPL-0070,2026-03-26,Foundation,19.74,18.0,23.74,Routine progress update
PR-00351,MPL-0070,2026-05-10,Execution,29.62,33.35,35.6,Routine progress update
PR-00352,MPL-0070,2026-06-24,Finishing,39.49,35.8,47.47,Routine progress update
PR-00353,MPL-0071,2026-06-20,Planning,16.99,8.44,2.08,Routine progress update
PR-00354,MPL-0071,2026-08-04,Foundation,33.98,0.0,4.16,Routine progress update
PR-00355,MPL-0071,2026-09-18,Execution,50.97,14.44,6.24,Routine progress update
PR-00356,MPL-0071,2026-11-02,Finishing,67.96,17.25,8.32,Routine progress update
PR-00357,MPL-0072,2026-01-19,Planning,7.21,12.47,14.14,Routine progress update
PR-00358,MPL-0072,2026-03-05,Foundation,14.41,9.67,28.28,Routine progress update
PR-00359,MPL-0072,2026-04-19,Execution,21.62,30.65,42.42,Routine progress update
PR-00360,MPL-0072,2026-06-03,Finishing,28.82,35.24,56.55,Routine progress update
PR-00361,MPL-0072,2026-07-18,Inspection,36.03,34.18,70.69,Routine progress update
PR-00362,MPL-0073,2026-01-23,Planning,22.46,27.5,15.33,Routine progress update
PR-00363,MPL-0073,2026-03-09,Foundation,44.93,50.39,30.65,Routine progress update
PR-00364,MPL-0073,2026-04-23,Execution,67.39,59.3,45.98,Routine progress update
PR-00365,MPL-0074,2026-03-31,Planning,14.35,12.5,18.98,Routine progress update
PR-00366,MPL-0074,2026-05-15,Foundation,28.7,29.15,37.95,Routine progress update
PR-00367,MPL-0074,2026-06-29,Execution,43.05,40.32,56.93,Routine progress update
PR-00368,MPL-0075,2026-06-14,Planning,14.73,17.24,8.05,Routine progress update
PR-00369,MPL-0075,2026-07-29,Foundation,29.47,17.2,16.1,Routine progress update
PR-00370,MPL-0075,2026-09-12,Execution,44.2,44.6,24.15,Routine progress update
PR-00371,MPL-0075,2026-10-27,Finishing,58.94,54.7,32.2,Routine progress update
PR-00372,MPL-0075,2026-12-11,Inspection,73.67,73.45,40.26,Routine progress update
PR-00373,MPL-0075,2027-01-25,Completion,88.4,84.38,48.31,Routine progress update
PR-00374,MPL-0076,2026-03-15,Planning,9.99,10.18,11.34,Routine progress update
PR-00375,MPL-0076,2026-04-29,Foundation,19.98,23.08,22.69,Routine progress update
PR-00376,MPL-0076,2026-06-13,Execution,29.97,30.09,34.03,Routine progress update
PR-00377,MPL-0076,2026-07-28,Finishing,39.97,40.94,45.38,Routine progress update
PR-00378,MPL-0077,2026-04-26,Planning,14.84,2.99,15.3,Routine progress update
PR-00379,MPL-0077,2026-06-10,Foundation,29.68,4.0,30.61,Routine progress update
PR-00380,MPL-0077,2026-07-25,Execution,44.52,17.91,45.91,Routine progress update
PR-00381,MPL-0077,2026-09-08,Finishing,59.35,17.63,61.21,Routine progress update
PR-00382,MPL-0077,2026-10-23,Inspection,74.19,25.26,76.52,Routine progress update
PR-00383,MPL-0077,2026-12-07,Completion,89.03,32.42,91.82,Routine progress update
PR-00384,MPL-0078,2026-01-17,Planning,16.88,9.84,19.93,Routine progress update
PR-00385,MPL-0078,2026-03-03,Foundation,33.75,28.92,39.87,Routine progress update
PR-00386,MPL-0078,2026-04-17,Execution,50.63,53.35,59.8,Routine progress update
PR-00387,MPL-0079,2026-03-21,Planning,26.58,29.31,22.98,Routine progress update
PR-00388,MPL-0079,2026-05-05,Foundation,53.15,57.95,45.96,Routine progress update
PR-00389,MPL-0079,2026-06-19,Execution,79.73,76.1,68.93,Routine progress update
PR-00390,MPL-0080,2026-02-19,Planning,12.82,16.7,12.98,Routine progress update
PR-00391,MPL-0080,2026-04-05,Foundation,25.63,27.32,25.95,Routine progress update
PR-00392,MPL-0080,2026-05-20,Execution,38.45,38.92,38.93,Routine progress update
PR-00393,MPL-0080,2026-07-04,Finishing,51.27,54.01,51.91,Routine progress update
PR-00394,MPL-0081,2026-02-12,Planning,10.31,17.49,6.93,Routine progress update
PR-00395,MPL-0081,2026-03-29,Foundation,20.63,29.67,13.87,Routine progress update
PR-00396,MPL-0081,2026-05-13,Execution,30.94,43.06,20.8,Routine progress update
PR-00397,MPL-0081,2026-06-27,Finishing,41.26,58.12,27.74,Routine progress update
PR-00398,MPL-0081,2026-08-11,Inspection,51.57,75.14,34.67,Routine progress update
PR-00399,MPL-0081,2026-09-25,Completion,61.89,85.33,41.61,Routine progress update
PR-00400,MPL-0081,2026-11-09,Completion,72.2,100.0,48.54,Routine progress update
PR-00401,MPL-0082,2026-03-14,Planning,8.78,11.81,11.41,Routine progress update
PR-00402,MPL-0082,2026-04-28,Foundation,17.57,13.2,22.82,Routine progress update
PR-00403,MPL-0082,2026-06-12,Execution,26.35,24.26,34.23,Routine progress update
PR-00404,MPL-0082,2026-07-27,Finishing,35.13,27.03,45.64,Routine progress update
PR-00405,MPL-0082,2026-09-10,Inspection,43.91,34.64,57.05,Routine progress update
PR-00406,MPL-0083,2026-02-11,Planning,11.53,9.69,10.47,Routine progress update
PR-00407,MPL-0083,2026-03-28,Foundation,23.06,22.27,20.93,Routine progress update
PR-00408,MPL-0083,2026-05-12,Execution,34.59,35.09,31.4,Routine progress update
PR-00409,MPL-0083,2026-06-26,Finishing,46.12,40.8,41.86,Routine progress update
PR-00410,MPL-0083,2026-08-10,Inspection,57.65,44.52,52.33,Routine progress update
PR-00411,MPL-0083,2026-09-24,Completion,69.18,63.15,62.79,Routine progress update
PR-00412,MPL-0083,2026-11-08,Completion,80.71,80.54,73.26,Routine progress update
PR-00413,MPL-0084,2026-03-23,Planning,13.09,12.03,6.7,Routine progress update
PR-00414,MPL-0084,2026-05-07,Foundation,26.18,16.35,13.4,Routine progress update
PR-00415,MPL-0084,2026-06-21,Execution,39.26,35.46,20.1,Routine progress update
PR-00416,MPL-0084,2026-08-05,Finishing,52.35,46.36,26.8,Routine progress update
PR-00417,MPL-0084,2026-09-19,Inspection,65.44,57.61,33.5,Routine progress update
PR-00418,MPL-0084,2026-11-03,Completion,78.53,73.33,40.2,Routine progress update
PR-00419,MPL-0085,2026-05-16,Planning,17.19,19.05,15.75,Routine progress update
PR-00420,MPL-0085,2026-06-30,Foundation,34.38,29.81,31.5,Routine progress update
PR-00421,MPL-0085,2026-08-14,Execution,51.56,40.08,47.25,Routine progress update
PR-00422,MPL-0086,2026-03-16,Planning,9.48,12.86,8.63,Routine progress update
PR-00423,MPL-0086,2026-04-30,Foundation,18.97,10.74,17.26,Routine progress update
PR-00424,MPL-0086,2026-06-14,Execution,28.45,22.21,25.89,Routine progress update
PR-00425,MPL-0086,2026-07-29,Finishing,37.94,31.01,34.52,Routine progress update
PR-00426,MPL-0086,2026-09-12,Inspection,47.42,41.67,43.15,Routine progress update
PR-00427,MPL-0086,2026-10-27,Completion,56.9,52.18,51.78,Routine progress update
PR-00428,MPL-0086,2026-12-11,Completion,66.39,57.7,60.42,Routine progress update
PR-00429,MPL-0087,2026-04-06,Planning,7.74,2.78,23.68,Routine progress update
PR-00430,MPL-0087,2026-05-21,Foundation,15.49,16.71,47.35,Routine progress update
PR-00431,MPL-0087,2026-07-05,Execution,23.23,18.27,71.03,Routine progress update
PR-00432,MPL-0087,2026-08-19,Finishing,30.97,26.02,94.71,Routine progress update
PR-00433,MPL-0087,2026-10-03,Inspection,38.72,34.22,100.0,Routine progress update
PR-00434,MPL-0088,2026-02-04,Planning,5.29,4.37,9.56,Routine progress update
PR-00435,MPL-0088,2026-03-21,Foundation,10.58,8.59,19.12,Routine progress update
PR-00436,MPL-0088,2026-05-05,Execution,15.87,16.75,28.68,Routine progress update
PR-00437,MPL-0088,2026-06-19,Finishing,21.16,17.44,38.25,Routine progress update
PR-00438,MPL-0088,2026-08-03,Inspection,26.45,24.5,47.81,Routine progress update
PR-00439,MPL-0088,2026-09-17,Completion,31.74,27.44,57.37,Routine progress update
PR-00440,MPL-0088,2026-11-01,Completion,37.03,37.54,66.93,Routine progress update
PR-00441,MPL-0089,2026-06-17,Planning,11.81,12.8,9.66,Routine progress update
PR-00442,MPL-0089,2026-08-01,Foundation,23.61,24.89,19.32,Routine progress update
PR-00443,MPL-0089,2026-09-15,Execution,35.42,37.91,28.98,Routine progress update
PR-00444,MPL-0089,2026-10-30,Finishing,47.23,44.92,38.64,Routine progress update
PR-00445,MPL-0089,2026-12-14,Inspection,59.03,53.28,48.31,Routine progress update
PR-00446,MPL-0090,2026-06-04,Planning,5.63,4.1,5.89,Routine progress update
PR-00447,MPL-0090,2026-07-19,Foundation,11.26,10.13,11.78,Routine progress update
PR-00448,MPL-0090,2026-09-02,Execution,16.89,14.17,17.68,Routine progress update
PR-00449,MPL-0090,2026-10-17,Finishing,22.52,25.24,23.57,Routine progress update
PR-00450,MPL-0090,2026-12-01,Inspection,28.15,27.44,29.46,Routine progress update
PR-00451,MPL-0090,2027-01-15,Completion,33.77,36.73,35.35,Routine progress update
PR-00452,MPL-0090,2027-03-01,Completion,39.4,41.31,41.24,Routine progress update
PR-00453,MPL-0091,2026-06-13,Planning,11.0,11.95,12.2,Routine progress update
PR-00454,MPL-0091,2026-07-28,Foundation,21.99,26.47,24.4,Routine progress update
PR-00455,MPL-0091,2026-09-11,Execution,32.99,34.2,36.61,Routine progress update
PR-00456,MPL-0091,2026-10-26,Finishing,43.99,51.04,48.81,Routine progress update
PR-00457,MPL-0091,2026-12-10,Inspection,54.98,66.88,61.01,Routine progress update
PR-00458,MPL-0092,2026-06-04,Planning,7.92,9.98,7.92,Routine progress update
PR-00459,MPL-0092,2026-07-19,Foundation,15.85,14.09,15.83,Routine progress update
PR-00460,MPL-0092,2026-09-02,Execution,23.77,23.36,23.75,Routine progress update
PR-00461,MPL-0092,2026-10-17,Finishing,31.69,33.43,31.67,Routine progress update
PR-00462,MPL-0092,2026-12-01,Inspection,39.61,40.66,39.58,Routine progress update
PR-00463,MPL-0092,2027-01-15,Completion,47.54,47.68,47.5,Routine progress update
PR-00464,MPL-0092,2027-03-01,Completion,55.46,60.87,55.42,Routine progress update
PR-00465,MPL-0093,2026-05-24,Planning,19.85,22.27,13.38,Routine progress update
PR-00466,MPL-0093,2026-07-08,Foundation,39.7,47.07,26.76,Routine progress update
PR-00467,MPL-0093,2026-08-22,Execution,59.55,74.21,40.14,Routine progress update
PR-00468,MPL-0094,2026-06-20,Planning,16.99,14.24,11.12,Routine progress update
PR-00469,MPL-0094,2026-08-04,Foundation,33.98,25.64,22.23,Routine progress update
PR-00470,MPL-0094,2026-09-18,Execution,50.97,43.97,33.35,Routine progress update
PR-00471,MPL-0095,2026-05-22,Planning,16.34,19.78,7.39,Routine progress update
PR-00472,MPL-0095,2026-07-06,Foundation,32.67,36.11,14.78,Routine progress update
PR-00473,MPL-0095,2026-08-20,Execution,49.01,52.18,22.18,Routine progress update
PR-00474,MPL-0095,2026-10-04,Finishing,65.34,64.3,29.57,Routine progress update
PR-00475,MPL-0096,2026-06-24,Planning,15.58,19.01,6.93,Routine progress update
PR-00476,MPL-0096,2026-08-08,Foundation,31.17,35.9,13.86,Routine progress update
PR-00477,MPL-0096,2026-09-22,Execution,46.75,45.21,20.79,Routine progress update
PR-00478,MPL-0096,2026-11-06,Finishing,62.33,63.83,27.72,Routine progress update
PR-00479,MPL-0096,2026-12-21,Inspection,77.91,88.07,34.64,Routine progress update
PR-00480,MPL-0097,2026-02-27,Planning,8.44,3.77,5.9,Routine progress update
PR-00481,MPL-0097,2026-04-13,Foundation,16.87,6.63,11.8,Routine progress update
PR-00482,MPL-0097,2026-05-28,Execution,25.31,25.71,17.7,Routine progress update
PR-00483,MPL-0097,2026-07-12,Finishing,33.75,31.45,23.6,Routine progress update
PR-00484,MPL-0097,2026-08-26,Inspection,42.19,31.8,29.5,Routine progress update
PR-00485,MPL-0097,2026-10-10,Completion,50.62,39.91,35.4,Routine progress update
PR-00486,MPL-0098,2026-06-04,Planning,20.1,12.35,6.85,Routine progress update
PR-00487,MPL-0098,2026-07-19,Foundation,40.19,34.86,13.7,Routine progress update
PR-00488,MPL-0098,2026-09-02,Execution,60.29,56.42,20.56,Routine progress update
PR-00489,MPL-0098,2026-10-17,Finishing,80.39,66.84,27.41,Routine progress update
PR-00490,MPL-0099,2026-05-04,Planning,10.27,11.7,5.64,Routine progress update
PR-00491,MPL-0099,2026-06-18,Foundation,20.54,18.24,11.27,Routine progress update
PR-00492,MPL-0099,2026-08-02,Execution,30.82,26.89,16.91,Routine progress update
PR-00493,MPL-0099,2026-09-16,Finishing,41.09,30.83,22.54,Routine progress update
PR-00494,MPL-0099,2026-10-31,Inspection,51.36,39.55,28.18,Routine progress update
PR-00495,MPL-0100,2026-04-05,Planning,8.67,0.4,15.95,Routine progress update
PR-00496,MPL-0100,2026-05-20,Foundation,17.33,13.32,31.91,Routine progress update
PR-00497,MPL-0100,2026-07-04,Execution,26.0,28.03,47.86,Routine progress update
PR-00498,MPL-0100,2026-08-18,Finishing,34.66,27.45,63.81,Routine progress update
PR-00499,MPL-0100,2026-10-02,Inspection,43.33,35.84,79.77,Routine progress update
PR-00500,MPL-0100,2026-11-16,Completion,51.99,49.31,95.72,Routine progress update
PR-00501,MPL-0100,2026-12-31,Completion,60.66,56.15,100.0,Routine progress update
PR-00502,MPL-0101,2026-05-08,Planning,8.91,10.24,6.55,Routine progress update
PR-00503,MPL-0101,2026-06-22,Foundation,17.82,10.3,13.1,Routine progress update
PR-00504,MPL-0101,2026-08-06,Execution,26.72,32.69,19.65,Routine progress update
PR-00505,MPL-0101,2026-09-20,Finishing,35.63,25.04,26.2,Routine progress update
PR-00506,MPL-0101,2026-11-04,Inspection,44.54,38.0,32.74,Routine progress update
PR-00507,MPL-0101,2026-12-19,Completion,53.45,44.23,39.29,Routine progress update
PR-00508,MPL-0101,2027-02-02,Completion,62.36,47.59,45.84,Routine progress update
PR-00509,MPL-0102,2026-01-28,Planning,7.87,2.51,11.32,Routine progress update
PR-00510,MPL-0102,2026-03-14,Foundation,15.75,8.07,22.64,Routine progress update
PR-00511,MPL-0102,2026-04-28,Execution,23.62,9.37,33.96,Routine progress update
PR-00512,MPL-0102,2026-06-12,Finishing,31.5,19.7,45.29,Routine progress update
PR-00513,MPL-0102,2026-07-27,Inspection,39.37,19.3,56.61,Routine progress update
PR-00514,MPL-0102,2026-09-10,Completion,47.24,18.57,67.93,Routine progress update
PR-00515,MPL-0102,2026-10-25,Completion,55.12,22.22,79.25,Routine progress update
PR-00516,MPL-0103,2026-01-25,Planning,10.95,12.71,5.44,Routine progress update
PR-00517,MPL-0103,2026-03-11,Foundation,21.89,14.63,10.88,Routine progress update
PR-00518,MPL-0103,2026-04-25,Execution,32.84,32.13,16.32,Routine progress update
PR-00519,MPL-0103,2026-06-09,Finishing,43.79,42.93,21.76,Routine progress update
PR-00520,MPL-0103,2026-07-24,Inspection,54.73,47.46,27.21,Routine progress update
PR-00521,MPL-0103,2026-09-07,Completion,65.68,65.29,32.65,Routine progress update
PR-00522,MPL-0104,2026-06-05,Planning,8.75,1.32,9.61,Routine progress update
PR-00523,MPL-0104,2026-07-20,Foundation,17.51,17.57,19.22,Routine progress update
PR-00524,MPL-0104,2026-09-03,Execution,26.26,24.42,28.84,Routine progress update
PR-00525,MPL-0104,2026-10-18,Finishing,35.01,32.3,38.45,Routine progress update
PR-00526,MPL-0104,2026-12-02,Inspection,43.77,36.26,48.06,Routine progress update
PR-00527,MPL-0104,2027-01-16,Completion,52.52,45.42,57.67,Routine progress update
PR-00528,MPL-0105,2026-04-17,Planning,11.85,20.76,8.09,Routine progress update
PR-00529,MPL-0105,2026-06-01,Foundation,23.7,33.43,16.18,Routine progress update
PR-00530,MPL-0105,2026-07-16,Execution,35.56,45.83,24.27,Routine progress update
PR-00531,MPL-0105,2026-08-30,Finishing,47.41,60.9,32.36,Routine progress update
PR-00532,MPL-0105,2026-10-14,Inspection,59.26,74.81,40.45,Routine progress update
PR-00533,MPL-0105,2026-11-28,Completion,71.11,84.42,48.55,Routine progress update
PR-00534,MPL-0105,2027-01-12,Completion,82.97,100.0,56.64,Routine progress update
PR-00535,MPL-0106,2026-01-09,Planning,9.01,1.85,8.26,Routine progress update
PR-00536,MPL-0106,2026-02-23,Foundation,18.02,15.11,16.51,Routine progress update
PR-00537,MPL-0106,2026-04-09,Execution,27.03,27.94,24.77,Routine progress update
PR-00538,MPL-0106,2026-05-24,Finishing,36.04,28.3,33.03,Routine progress update
PR-00539,MPL-0107,2026-05-24,Planning,11.15,17.05,9.87,Routine progress update
PR-00540,MPL-0107,2026-07-08,Foundation,22.29,26.28,19.74,Routine progress update
PR-00541,MPL-0107,2026-08-22,Execution,33.44,33.32,29.62,Routine progress update
PR-00542,MPL-0107,2026-10-06,Finishing,44.58,47.39,39.49,Routine progress update
PR-00543,MPL-0107,2026-11-20,Inspection,55.73,68.45,49.36,Routine progress update
PR-00544,MPL-0108,2026-06-30,Planning,20.46,22.78,24.84,Routine progress update
PR-00545,MPL-0108,2026-08-14,Foundation,40.93,41.55,49.69,Routine progress update
PR-00546,MPL-0108,2026-09-28,Execution,61.39,60.62,74.53,Routine progress update
PR-00547,MPL-0109,2026-03-30,Planning,6.68,8.41,5.62,Routine progress update
PR-00548,MPL-0109,2026-05-14,Foundation,13.36,18.66,11.25,Routine progress update
PR-00549,MPL-0109,2026-06-28,Execution,20.04,28.61,16.87,Routine progress update
PR-00550,MPL-0109,2026-08-12,Finishing,26.73,36.37,22.5,Routine progress update
PR-00551,MPL-0109,2026-09-26,Inspection,33.41,39.33,28.12,Routine progress update
PR-00552,MPL-0109,2026-11-10,Completion,40.09,44.73,33.75,Routine progress update
PR-00553,MPL-0109,2026-12-25,Completion,46.77,53.57,39.37,Routine progress update
PR-00554,MPL-0110,2026-01-14,Planning,10.13,13.46,6.32,Routine progress update
PR-00555,MPL-0110,2026-02-28,Foundation,20.26,24.82,12.64,Routine progress update
PR-00556,MPL-0110,2026-04-14,Execution,30.4,39.35,18.96,Routine progress update
PR-00557,MPL-0110,2026-05-29,Finishing,40.53,53.95,25.27,Routine progress update
